name	norad	classification	int_desig	epoch_year	epoch_day	dn_o2	ddn_o6	bstar	set_num	inc	raan	ecc	argp	M	n	rev_num	epoch
THOR ABLESTAR DEB	544	U	61015GD	2022	92.87472032	4.41E-06	0	0.0006607	999	66.8728	144.1333	0.0190587	216.9732	317.5896	13.54908103	99337	59:35.8
THOR ABLESTAR DEB	545	U	61015GE	2022	92.69864419	4.52E-06	0	0.00055232	999	67.2321	234.6352	0.0155307	129.2374	232.2601	13.69197046	1980	46:02.9
THOR ABLESTAR DEB	548	U	61015GH	2022	92.87882297	2.40E-05	0	0.00042058	999	66.6749	277.5804	0.0120119	215.8395	143.462	14.65071508	17802	05:30.3
THOR ABLESTAR DEB	549	U	61015GJ	2022	92.95389755	4.60E-07	0	0.00019443	999	66.6929	89.0836	0.0216059	198.2784	186.8589	13.35835518	95767	53:36.7
THOR ABLESTAR DEB	552	U	61015GM	2022	92.36802062	1.60E-05	0	0.0012255	999	67.7379	91.1982	0.0115357	285.0196	73.8148	13.92627826	4221	49:57.0
SYNCOM 1	553	U	63004A	2022	84.45679554	-9.00E-07	0	0	999	29.8648	303.6734	0.0733752	150.8547	213.4329	1.16484108	1806	57:47.1
THOR ABLESTAR DEB	558	U	61015GQ	2022	93.07009751	-9.80E-07	0	-8.33E-05	999	65.6969	196.5328	0.0477004	352.1588	184.9769	12.85839674	85247	40:56.4
THOR ABLESTAR DEB	559	U	61015GR	2022	92.60359336	5.20E-05	0	0.001443	999	66.6094	187.1988	0.0070887	213.2836	146.3802	14.45776124	12591	29:10.5
THOR ABLESTAR DEB	560	U	61015GS	2022	92.84441269	2.00E-05	0	0.0022628	999	67.1584	137.976	0.0330026	338.8438	19.9231	13.51323106	94632	15:57.3
THOR ABLESTAR DEB	561	U	61015GT	2022	92.78484123	2.06E-06	0	0.00092685	999	67.7555	238.7873	0.0639942	264.1096	206.6633	12.40327444	75050	50:10.3
TELSTAR 2 (A-41)	573	U	63013A	2022	92.49337573	-3.60E-07	0	-0.00029989	999	42.7299	166.1904	0.4016149	80.1143	331.2334	6.39257031	48786	50:27.7
MIDAS 6 (FTV 1169)	574	U	63014A	2022	92.76769541	-1.00E-08	0	-0.0018473	999	87.3491	342.4859	0.003444	219.3173	140.5179	8.65272489	8488	25:28.9
DELTA 1 R/B	575	U	63013B	2022	92.53544324	-7.70E-07	0	-0.00089608	999	42.7376	111.736	0.4013295	139.3656	259.8501	6.40236945	37755	51:02.3
DASH 1	589	U	63014D	2022	92.41704343	1.22E-06	0	0.054383	999	87.336	337.7854	0.0182134	141.2898	220.1168	8.65652531	86083	00:32.6
WESTFORD NEEDLES	602	U	63014E	2022	91.09531744	6.60E-07	0	0.028915	999	87.3499	336.9052	0.0060986	166.2218	194.0317	8.67230923	86449	17:15.4
ERS 6	608	U	63014C	2022	92.13104888	2.00E-07	0	0.0077599	999	87.3427	340.3027	0.0099454	151.4184	209.217	8.65298849	86054	08:42.6
HITCH HIKER 1	614	U	63025B	2022	92.89401766	0.00027354	-4.99E-07	0.00048083	999	81.9806	189.7901	0.0493608	321.2478	35.4257	14.7452012	69313	27:23.1
MIDAS 7/ERS 10	622	U	63030A	2022	92.49173912	4.00E-08	0	0.00090312	999	88.376	297.55	0.0037078	154.7357	205.5315	8.57932262	32798	48:06.3
WESTFORD NEEDLES	628	U	63014F	2022	92.08521226	3.00E-08	0	0	999	87.3496	349.6162	0.0043821	191.8073	168.1755	8.63365976	85629	02:42.3
WESTFORD NEEDLES	629	U	63014G	2022	93.03295816	5.10E-07	0	0.022187	999	87.3395	338.4147	0.0142528	148.5181	212.4297	8.65586234	86126	47:27.6
ATLAS AGENA B DEB	630	U	63030C	2022	92.49206489	-5.00E-08	0	-0.0036067	999	88.3727	289.1311	0.0025467	53.7844	306.5357	8.5985056	84274	48:34.4
ATLAS AGENA B DEB	631	U	63030E	2022	93.03884363	4.00E-08	0	0.00044364	999	88.3764	303.4407	0.0202845	168.222	192.3471	8.55896128	83449	55:56.1
SYNCOM 2 (A 26)	634	U	63031A	2022	92.99405265	-2.40E-07	0	0	999	33.1014	321.8152	0.0007428	152.0682	140.5166	1.00276651	21495	51:26.1
ERS 9	635	U	63030B	2022	92.30481031	8.00E-08	0	0.0028816	999	88.3828	301.38	0.0058054	132.9014	227.6729	8.57933467	83863	18:55.6
THOR ABLESTAR DEB	643	U	61015GU	2022	92.93586498	1.33E-05	0	0.0021696	999	66.371	285.8267	0.0333131	174.9259	185.5306	13.30945016	90551	27:38.7
THOR ABLESTAR DEB	644	U	61015GV	2022	92.73878652	1.59E-06	0	0.00029289	999	67.0976	212.7736	0.0141767	136.1596	296.8006	13.58233357	98885	43:51.2
THOR ABLESTAR DEB	645	U	61015GW	2022	92.83561887	4.19E-06	0	0.00099535	999	66.5892	251.5215	0.0420664	280.8523	194.5764	13.03730318	87948	03:17.5
THOR ABLESTAR DEB	648	U	61015GZ	2022	93.22881461	2.81E-06	0	0.00043386	999	65.8759	116.1935	0.0211098	252.9765	177.2486	13.57254641	99087	29:29.6
THOR ABLESTAR DEB	649	U	61015HA	2022	93.15351899	3.37E-06	0	0.0011657	999	66.2709	20.8896	0.0555452	56.4108	45.6027	12.64631674	79885	41:04.0
THOR ABLESTAR DEB	652	U	61015HD	2022	93.05250511	2.15E-05	0	0.001223	999	66.6963	60.6909	0.0086452	354.4031	5.6081	14.09962332	7708	15:36.4
THOR ABLESTAR DEB	653	U	61015HE	2022	92.37235559	6.35E-06	0	0.00077795	999	67.4517	87.5131	0.015164	119.2965	359.9803	13.66755682	760	56:11.5
THOR ABLESTAR DEB	655	U	61015HG	2022	92.33766147	2.24E-06	0	0.00060003	999	67.2573	204.2674	0.0372736	291.949	96.1052	13.07943633	88582	06:14.0
THOR ABLESTAR DEB	656	U	61015HH	2022	93.21217022	4.47E-06	0	0.0010728	999	66.2894	91.6168	0.0664256	151.3215	212.6083	12.68493193	77284	05:31.5
THOR ABLESTAR DEB	657	U	61015HJ	2022	93.22100881	3.86E-06	0	0.00098403	999	66.2119	113.3907	0.032314	86.7953	344.8263	13.11136176	90359	18:15.2
THOR ABLESTAR DEB	658	U	61015HK	2022	92.63580388	1.63E-05	0	0.0021999	999	65.8637	111.5039	0.0363264	217.7765	139.7272	13.38098624	85377	15:33.5
THOR ABLESTAR DEB	659	U	61015HL	2022	92.80136757	3.09E-06	0	0.00098752	999	67.1636	208.6637	0.0584461	163.2997	281.7994	12.65633645	79651	13:58.2
THOR ABLESTAR DEB	660	U	61015HM	2022	92.77965198	7.08E-05	0	0.0014115	999	66.5232	239.5838	0.004906	246.2489	224.4266	14.61760709	15799	42:41.9
THOR ABLESTAR R/B	669	U	63038A	2022	92.96088058	6.00E-07	0	8.52E-05	999	90.0339	333.8069	0.0025497	201.9376	167.4715	13.45997208	87303	03:40.1
TRANSIT 5B-1	670	U	63038B	2022	92.90033465	1.12E-06	0	0.0001757	999	90.0241	334.0708	0.00431	110.8276	249.7495	13.44374857	86774	36:28.9
RADIATION SAT (5E 1)	671	U	63038C	2022	92.90362387	1.01E-06	0	0.00015527	999	90.0249	334.0405	0.0042126	72.3003	288.2737	13.44896325	86852	41:13.1
THOR ABLESTAR DEB	672	U	63038D	2022	92.93616258	1.80E-05	0	0.0021685	999	90.0369	334.4679	0.0031403	332.6049	39.3851	13.66044833	89201	28:04.4
VELA 2	674	U	63039A	2022	87.32067683	-1.10E-07	0	0	999	41.5277	135.5887	0.2281928	110.8947	359.9754	0.22196882	595	41:46.5
VELA 1	692	U	63039C	2022	91.16299451	-1.52E-05	0	0	999	11.0649	322.1529	0.5489904	266.3506	358.7436	0.22068669	977	54:42.7
ATLAS CENTAUR 2 R/B	694	U	63047A	2022	93.1022472	3.63E-05	0	0.00046458	999	30.3536	245.0526	0.0583156	112.8005	253.5249	14.03199789	92871	27:14.2
ATLAS CENTAUR 2 DEB	698	U	63047D	2022	92.72698149	1.89E-05	0	0.00070368	999	29.9254	105.7878	0.0547373	296.2857	58.2489	13.69538533	86791	26:51.2
ATLAS CENTAUR 2 DEB	700	U	63047F	2022	92.35904465	7.27E-06	0	0.00025738	999	30.4818	87.155	0.0723448	341.1327	16.3699	13.38672769	84401	37:01.5
ATLAS CENTAUR 2 DEB	701	U	63047G	2022	93.09856324	5.67E-06	0	0.00016788	999	30.0156	343.8387	0.0527986	288.1213	66.2577	13.77294167	89826	21:55.9
WESTFORD NEEDLES	702	U	63014H	2022	92.33415012	5.40E-07	0	0.022925	999	87.333	337.0012	0.0245646	163.681	197.2128	8.65741958	86127	01:10.6
THOR ABLESTAR R/B	703	U	63049A	2022	92.94284491	3.70E-07	0	4.36E-05	999	89.9019	83.5878	0.0017033	34.0404	23.8596	13.49850385	87199	37:41.8
TRANSIT 5B-2	704	U	63049B	2022	92.91532609	5.70E-07	0	7.74E-05	999	89.9002	84.0814	0.003593	37.7412	19.1102	13.46882065	86451	58:04.2
TRANSIT 5E 3	705	U	63049C	2022	92.90971885	7.90E-07	0	0.00011422	999	89.9005	84.0215	0.0033832	358.4157	61.1185	13.47378724	86522	49:59.7
THOR ABLESTAR DEB	706	U	63049D	2022	92.93626046	2.52E-06	0	0.00034834	999	89.9033	87.1222	0.002609	225.6692	193.5185	13.55506533	87511	28:12.9
THOR ABLESTAR DEB	715	U	63049E	2022	92.48225729	7.70E-06	0	0.000832	999	89.9113	92.0039	0.00337	92.7963	34.1065	13.72112355	89240	34:27.0
TIROS 8	716	U	63054A	2022	92.89426532	5.29E-06	0	0.00011864	999	58.4955	311.4507	0.0030081	82.3936	278.0517	14.69716244	8962	27:44.5
DELTA 1 DEB	720	U	63054C	2022	92.67725213	4.86E-06	0	0.00016616	999	58.4728	210.2887	0.0106165	296.2585	62.7562	14.47242578	5881	15:14.6
SCOUT X-4 R/B	721	U	63053B	2022	93.18069598	3.72E-06	0	0.00022975	999	78.6104	184.1268	0.108746	251.5982	96.4019	12.53809641	65785	20:12.1
SCOUT X-4 DEB	724	U	63053E	2022	92.81383755	0.00012426	0	0.0027627	999	78.5974	356.584	0.0376693	313.5796	43.4658	14.21169433	79692	31:55.6
THOR AGENA D R/B	727	U	64001A	2022	92.90195605	5.40E-07	0	7.89E-05	999	69.909	347.3011	0.0015668	227.8351	132.1424	13.95424254	96279	38:49.0
GGSE 1 (GGRS)	728	U	64001B	2022	92.88452784	5.00E-07	0	7.43E-05	999	69.9059	270.6224	0.0013323	177.3451	182.7728	13.9722525	96503	13:43.2
SECOR 1B	729	U	64001C	2022	92.95578586	1.20E-07	0	4.87E-05	999	69.9034	347.4763	0.0016685	250.0303	109.9004	13.94936841	96251	56:19.9
SOLRAD 7A	730	U	64001D	2022	92.91907773	3.80E-07	0	6.70E-05	999	69.9079	335.0712	0.0015391	215.1434	154.2064	13.95669812	84626	03:28.3
GREB	731	U	64001E	2022	92.88985973	4.50E-07	0	7.20E-05	999	69.9071	326.6693	0.0015271	211.5318	148.4874	13.95895774	96316	21:23.9
SCOUT X-4 DEB	732	U	63053H	2022	92.88461658	3.28E-05	0	0.0012386	999	78.5776	313.4867	0.0532043	292.2262	62.327	13.73909265	76185	13:50.9
THOR AGENA D R/B	733	U	64002A	2022	92.76052994	2.94E-06	0	0.00012523	999	98.9871	19.1986	0.0034579	123.2049	237.2456	14.32504037	3247	15:09.8
OPS 3367 A	734	U	64002B	2022	92.85367205	1.00E-06	0	5.85E-05	999	99.0986	310.4826	0.0013986	323.3525	36.6697	14.28935997	2930	29:17.3
OPS 3367 B	735	U	64002C	2022	92.83483911	9.50E-07	0	5.78E-05	999	99.1216	304.5451	0.0017615	70.8605	289.4479	14.27885906	2741	02:10.1
RELAY 2	737	U	64003A	2022	92.5197591	-2.50E-07	0	0	999	46.4486	275.2747	0.2594862	98.446	291.55	7.3953819	57240	28:27.2
DELTA 1 R/B	738	U	64003B	2022	90.99540093	-2.50E-07	0	0	999	46.4501	285.167	0.260008	89.3489	300.0975	7.39343991	57170	53:22.6
ATLAS CENTAUR 2 DEB	739	U	63047H	2022	92.49943528	1.16E-05	0	0.00018514	999	30.4238	19.9132	0.0646328	75.1369	291.9866	13.82605437	92843	59:11.2
THOR AGENA B R/B	741	U	64004B	2022	92.95190958	9.50E-07	0	0.00018085	999	81.493	338.0306	0.0172825	70.4794	300.9646	13.23669093	80981	50:45.0
THOR AGENA B DEB	742	U	64004C	2022	92.90413723	8.30E-07	0	0.0001548	999	81.4658	238.6683	0.0170941	315.7893	42.9676	13.25999659	81373	41:57.5
THOR AGENA B DEB	743	U	64004D	2022	92.91983404	8.30E-07	0	0.00015077	999	81.5251	342.4412	0.0173344	199.1538	170.401	13.26524257	81442	04:33.7
THOR ABLESTAR DEB	745	U	63038E	2022	92.95085971	2.90E-06	0	0.00040913	999	90.042	334.3857	0.0019388	88.9614	280.7594	13.5461594	88344	49:14.3
ELEKTRON 1	746	U	64006A	2022	92.85329137	-3.70E-07	0	5.89E-06	999	60.8448	99.0244	0.3023267	194.562	154.4579	9.04354704	92784	28:44.4
ELEKTRON 1 DEB	750	U	64006C	2022	92.92351245	0.0002618	0	0.0029842	999	60.7637	306.1171	0.1688961	83.1617	295.7705	11.84246745	65995	09:51.5
THOR ABLESTAR DEB	753	U	63049F	2022	92.96041807	2.40E-06	0	0.00033922	999	89.9033	86.7603	0.0028364	355.1421	33.0789	13.53912061	87260	03:00.1
OPS 4412 (TRANSIT 9)	801	U	64026A	2022	92.75496269	5.18E-06	0	0.00026166	999	90.5125	104.9751	0.0046606	304.622	55.0576	14.14835544	96873	07:08.8
SCOUT X-4 DEB	805	U	64026B	2022	93.20926197	1.61E-05	0	0.00064375	999	89.9033	350.4417	0.0030546	234.7583	125.0752	14.27941117	97037	01:20.2
SCOUT X-4 R/B	809	U	64026D	2022	92.90265093	4.31E-06	0	0.00024076	999	90.5102	95.7991	0.003821	296.3216	63.4046	14.093626	96166	39:49.0
OPS 4467 A	812	U	64031A	2022	92.85665085	9.20E-07	0	6.36E-05	999	99.8034	50.7263	0.0006386	73.8677	286.32	14.23929063	99760	33:34.6
OPS 4467 B	813	U	64031B	2022	92.8266603	8.70E-07	0	6.23E-05	999	99.8111	48.8636	0.0005702	146.7301	213.4233	14.2310852	99635	50:23.4
THOR AGENA D R/B	815	U	64031C	2022	92.8496519	1.82E-06	0	9.63E-05	999	99.7997	191.1184	0.0011117	307.8342	52.1828	14.27416036	174	23:29.9
ELEKTRON 3	829	U	64038A	2022	92.48860138	1.45E-05	0	0.00041717	999	60.8186	157.3802	0.2971101	299.7109	34.0489	9.14511461	87437	43:35.2
ELEKTRON 3 DEB	831	U	64038C	2022	92.94387642	0.00017881	0	0.00207	999	60.711	325.3071	0.1570065	350.7304	6.7499	12.08235677	17500	39:10.9
OPS 3662 (VELA 3)	836	U	64040A	2022	91.09770109	5.57E-06	0	0	999	34.6558	160.7922	0.7512152	312.1966	1.3048	0.23928385	732	20:41.4
OPS 3674 (VELA 4)	837	U	64040B	2022	88.84123431	1.95E-06	0	0	999	45.2609	150.5041	0.3393045	304.9574	0.704	0.23997055	5102	11:22.6
SYNCOM 3	858	U	64047A	2022	92.61931758	3.20E-07	0	0	999	3.2076	76.7713	0.0001457	28.5908	127.7537	1.00234727	3805	51:49.0
DELTA 1 R/B	862	U	64047B	2022	92.12076871	2.57E-06	0	0	999	16.6862	52.0205	0.7111759	286.229	11.4954	2.05101008	22661	53:54.4
EXPLORER 20	870	U	64051A	2022	92.88530916	1.47E-06	0	0.00010672	999	79.898	149.8078	0.0097254	0.0305	0.0839	13.9121112	91976	14:50.7
SCOUT X-4 R/B	871	U	64051B	2022	92.92312384	2.27E-06	0	0.00014619	999	79.8947	323.5089	0.0086967	279.4426	79.6912	13.99463613	92990	09:17.9
COSMOS 44	876	U	64053A	2022	92.63347339	3.19E-06	0	7.72E-05	999	65.0611	178.7873	0.0129431	151.3793	209.4495	14.6387052	6362	12:12.1
SL-3 R/B	877	U	64053B	2022	92.71856093	4.20E-06	0	0.00011099	999	65.0781	216.8476	0.005761	156.8344	203.5372	14.59499242	5696	14:43.7
THOR ABLESTAR R/B	893	U	64063A	2022	92.87159253	4.00E-07	0	4.43E-05	999	90.1838	42.4573	0.0026607	33.6551	18.7857	13.56151176	84379	55:05.6
OPS 5798 (TRANSIT 5B-4)	897	U	64063B	2022	92.89400618	9.10E-07	0	0.00012218	999	90.1876	42.3726	0.0018551	328.9165	88.8051	13.53480454	83741	27:22.1
EXPLORER 22	899	U	64064A	2022	92.88842591	2.08E-06	0	0.0001767	999	79.6948	6.9697	0.0119752	192.844	166.9654	13.8222425	89266	19:20.0
CALSPHERE 1	900	U	64063C	2022	92.85314536	7.28E-06	0	0.00076842	999	90.1752	39.5194	0.0024645	249.6185	164.1556	13.73727983	86028	28:31.8
OPS 5798 DEB	901	U	64063D	2022	92.88939723	1.05E-06	0	0.00014047	999	90.1905	42.8309	0.0017566	279.0189	140.1035	13.54718872	83842	20:43.9
CALSPHERE 2	902	U	64063E	2022	92.93268458	6.40E-07	0	8.36E-05	999	90.1885	42.5432	0.0018845	13.2957	57.9627	13.52709875	64856	23:03.9
OPS 5798 DEB	903	U	64063F	2022	92.88193615	9.35E-06	0	0.00093314	999	90.1781	38.271	0.0025026	87.1536	336.7535	13.77151425	86267	09:59.3
SCOUT X-4 R/B	907	U	64064B	2022	92.89329341	1.40E-06	0	0.00012242	999	79.6937	43.5505	0.0120465	275.9852	82.7579	13.80366968	89063	26:20.6
EXPLORER 25 (INJUN-4)	932	U	64076B	2022	92.55227889	5.36E-06	0	0.0001839	999	81.3365	118.0294	0.1132225	144.8735	223.2657	12.64185481	62436	15:16.9
SCOUT X-4 R/B	933	U	64076C	2022	92.93061501	4.85E-06	0	0.0001658	999	81.3336	277.8066	0.1070435	312.9312	38.6631	12.77653279	64004	20:05.1
THOR ABLESTAR R/B	953	U	64083A	2022	92.83873896	7.30E-07	0	8.69E-05	999	90.0103	190.0408	0.0030209	260.7186	213.1861	13.58660975	83999	07:47.0
THOR ABLESTAR DEB	956	U	64083B	2022	92.68336119	3.35E-06	0	0.00039274	999	89.9599	177.7875	0.0023415	265.4056	219.3875	13.6631559	84626	24:02.4
OPS 6582 (TRANSIT 5E-5)	959	U	64083C	2022	92.84631028	2.16E-06	0	0.00026738	999	89.9975	187.1744	0.0043471	155.1073	326.9846	13.61725294	84106	18:41.2
OPS 6582 (TRANSIT 5B-5)	965	U	64083D	2022	92.83231556	6.80E-07	0	8.21E-05	999	90.0307	195.2042	0.0042976	90.4149	21.1146	13.56773054	83526	58:32.1
THOR ABLESTAR DEB	967	U	64083F	2022	92.71468309	3.37E-06	0	0.00039649	999	89.9699	180.2894	0.0022129	277.0647	210.0234	13.66202107	84616	09:08.6
SCOUT X-4 DEB	976	U	64064C	2022	92.87184324	4.62E-06	0	0.00026424	999	79.3165	330.1543	0.0118296	129.0697	232.1061	14.05298418	92705	55:27.3
SCOUT X-4 DEB	977	U	64064D	2022	92.80404492	4.00E-06	0	0.000369	999	80.0459	322.6088	0.0127853	166.7402	193.7161	13.77703275	87793	17:49.5
TIROS 9	978	U	65004A	2022	92.89166719	-6.90E-07	0	-7.95E-05	999	96.3954	248.9589	0.1159681	116.1125	256.3854	12.10912134	52565	24:00.0
DELTA 1 R/B	979	U	65004B	2022	92.85120775	1.33E-06	0	0.00018277	999	96.4169	307.9292	0.1142464	5.4269	355.8039	12.14739542	52897	25:44.4
TITAN 3A DEB (TRUSS)	1000	U	65008B	2022	92.44086421	1.00E-07	0	0.00021909	999	32.1487	20.7725	0.0011795	212.3264	147.6511	9.8888956	6523	34:50.7
TITAN 3A TRANSTAGE R/B	1001	U	65008A	2022	92.88590364	5.00E-08	0	-0.00042218	999	32.1424	167.42	0.0017692	80.5516	279.6981	9.90725199	6911	15:42.1
LES 1	1002	U	65008C	2022	92.48261561	1.00E-08	0	-0.00092349	999	32.143	85.0767	0.0015505	117.9937	242.213	9.88353838	6415	34:58.0
THOR ABLESTAR DEB	1099	U	64083G	2022	92.73865875	2.02E-06	0	0.00024702	999	89.8957	160.9894	0.0043194	137.8671	335.5923	13.62050029	77320	43:40.1
SECOR 3	1208	U	65016E	2022	92.77940925	6.40E-07	0	8.54E-05	999	70.0796	215.2845	0.0022382	301.3664	172.193	13.95642536	90481	42:21.0
GGSE 2	1244	U	65016B	2022	93.04564822	6.00E-07	0	8.26E-05	999	70.0792	217.3676	0.0023072	304.1504	55.7414	13.95700882	90414	05:44.0
THOR AGENA D R/B	1245	U	65016J	2022	92.85536485	8.10E-07	0	9.55E-05	999	70.077	144.5336	0.0024204	272.7337	87.0999	13.97086225	90572	31:43.5
OPS 4988 (GREB 6)	1271	U	65016A	2022	92.72546872	8.90E-07	0	0.00010255	999	70.0801	192.4624	0.002333	288.6462	186.2084	13.96184977	90435	24:40.5
PORCUPINE 1	1272	U	65016H	2022	92.93988253	-4.00E-08	0	3.61E-05	999	70.0781	272.4614	0.0023372	331.2995	28.6822	13.94250413	90225	33:25.9
SOLRAD 7B	1291	U	65016D	2022	92.92904511	4.00E-08	0	4.21E-05	999	70.0776	261.4205	0.0022193	330.8867	29.0999	13.94631507	90252	17:49.5
GGSE 3	1292	U	65016C	2022	93.19423233	1.39E-06	0	0.00012874	999	70.0806	11.1823	0.0020571	193.1332	166.9244	14.00699593	90991	39:41.7
OSCAR 3	1293	U	65016F	2022	92.81726125	2.11E-06	0	0.00015938	999	70.0731	135.0923	0.0015276	40.7377	319.4874	14.06586914	91596	36:51.4
DELTA 1 DEB	1312	U	65004C	2022	91.23683656	1.65E-06	0	0.00019034	999	96.3407	78.033	0.1118374	305.9926	44.2398	12.27475087	53784	41:02.7
DELTA 1 DEB	1313	U	65004D	2022	92.3099254	7.82E-06	0	0.0011937	999	96.4221	54.5065	0.117601	343.7384	12.8766	12.0042786	50201	26:17.6
OPS 4682 (SNAPSHOT)	1314	U	65027A	2022	92.89714568	4.00E-07	0	0.00012461	999	90.2708	331.6979	0.0029747	339.3051	31.1801	12.91765186	43268	31:53.4
SECOR 4 (EGRS 4)	1315	U	65027B	2022	92.92148513	6.30E-07	0	0.00020455	999	90.2626	341.0877	0.0029478	250.8653	118.0373	12.92617596	68845	06:56.3
OPS 4682 DEB	1316	U	65027C	2022	93.18055847	5.12E-06	0	0.0012629	999	90.2538	350.9455	0.0033871	68.4718	292.002	13.19342878	71669	20:00.3
INTELSAT 1-F1	1317	U	65028A	2022	92.39771366	-2.92E-06	0	0	999	3.4134	75.9786	0.0004236	45.2308	162.4009	1.00295926	11176	32:42.5
DELTA 1 R/B(2)	1318	U	65028B	2022	88.98163402	-2.31E-06	0	0	999	18.1344	333.6016	0.6941899	80.5407	352.5857	2.11826008	22591	33:33.2
EXPLORER 27	1328	U	65032A	2022	92.9099901	-5.00E-08	0	0.00011171	999	41.1848	109.7445	0.0258564	235.6727	121.9308	13.38669398	78243	50:23.1
SL-8 DEB	1335	U	65020E	2022	92.77904453	6.44E-06	0	0.00024861	999	56.077	204.7034	0.0548516	31.6289	331.6445	13.80177957	79735	41:49.4
SCOUT X-4 R/B	1358	U	65032B	2022	87.18724253	-5.70E-07	0	4.12E-05	999	41.1895	176.7643	0.0253765	136.4617	225.6469	13.3807864	78110	29:37.8
TITAN 3A TRANSTAGE R/B	1359	U	65034A	2022	92.44825083	1.00E-07	0	0.0013407	999	32.1202	84.3176	0.0498129	18.766	343.0508	9.17126314	90757	45:28.9
LES 2	1360	U	65034B	2022	91.93536474	-1.80E-07	0	0	999	32.0804	187.1182	0.3963968	142.6969	252.8418	4.64819645	96636	26:55.5
LCS 1	1361	U	65034C	2022	92.68636775	8.00E-08	0	-0.00010823	999	32.1382	225.1912	0.001364	328.3653	31.6025	9.89301203	5772	28:22.2
OPS 4682 DEB	1389	U	65027D	2022	92.90406019	1.01E-05	0	0.0028006	999	89.7758	245.4463	0.0022889	346.6937	127.7452	13.12007001	70903	41:50.8
SL-8 DEB	1392	U	65020AH	2022	92.71201799	7.63E-05	0	0.00098036	999	55.8803	231.6072	0.0338534	161.5197	199.8456	14.49129169	86960	05:18.4
OPS 4682 DEB	1399	U	65027E	2022	93.15994809	1.44E-05	0	0.0048348	999	90.2634	348.6871	0.001157	23.8241	336.3414	12.98874579	36344	50:19.5
OPS 8480 (TRANSIT 5B-6)	1420	U	65048A	2022	92.84271716	1.38E-06	0	0.00019454	999	89.9092	302.8296	0.0073138	201.7924	168.5145	13.51434046	79591	13:30.8
THOR ABLESTAR DEB	1425	U	65048C	2022	92.66380808	5.30E-07	0	6.92E-05	999	89.9062	301.7404	0.0072901	338.3406	89.9761	13.48796594	79329	55:53.0
THOR ABLESTAR R/B	1428	U	65048B	2022	92.82945897	6.40E-07	0	8.25E-05	999	89.9053	302.1161	0.0055518	321.0846	47.7875	13.52534158	80096	54:25.3
TIROS 10	1430	U	65051A	2022	92.92514222	1.86E-06	0	7.09E-05	999	98.3608	212.1693	0.0056676	16.3648	343.9354	14.40360304	97466	12:12.3
DELTA 1 R/B	1433	U	65051B	2022	92.8539937	8.82E-06	0	0.00020466	999	98.4132	197.1361	0.0042341	346.5257	13.4807	14.57034069	97072	29:45.1
THOR ABLESTAR DEB	1435	U	65048D	2022	92.78843444	6.80E-06	0	0.00074923	999	89.9193	306.2814	0.0062675	242.7796	247.1533	13.70363999	81633	55:20.7
SL-8 DEB	1477	U	65020BB	2022	92.6083439	-9.01E-06	0	-0.0012131	999	55.4929	196.3087	0.0593008	16.8734	345.1019	12.96788766	67867	36:00.9
SL-8 DEB	1478	U	65020BC	2022	92.87326477	8.72E-06	0	0.00049305	999	56.0923	306.2661	0.0633801	262.5405	90.3151	13.45503876	71733	57:30.1
SL-8 DEB	1479	U	65020BD	2022	92.93443666	1.70E-07	0	0.00023619	999	56.0299	247.8497	0.0755849	89.2595	279.4778	12.58960954	60282	25:35.3
SL-8 DEB	1480	U	65020BE	2022	92.88582467	3.41E-06	0	0.00059414	999	56.0725	327.3556	0.0850789	92.0636	277.7821	12.62750208	61593	15:35.3
SCOUT B R/B	1502	U	65063B	2022	93.04356164	-6.10E-07	0	-0.00019267	999	69.2341	56.1728	0.0784867	311.1306	119.9753	11.78560665	43737	02:43.7
THOR ABLESTAR DEB	1504	U	65065A	2022	92.94014692	2.08E-06	0	0.00036415	999	89.8738	253.8669	0.0064954	261.216	225.1286	13.39595498	76197	33:48.7
SECOR 5 (EGRS 5)	1506	U	65063A	2022	92.93801896	-6.00E-07	0	-0.0001766	999	69.237	50.9664	0.0786871	303.162	108.5184	11.78648485	43721	30:44.8
THOR ABLESTAR R/B	1508	U	65065B	2022	93.09209282	3.60E-07	0	5.39E-05	999	90.1637	284.1713	0.0041459	347.2653	128.8539	13.35978494	76086	12:36.8
DODECAPOLE 2	1510	U	65065C	2022	92.83599212	3.37E-05	0	0.0024298	999	90.038	16.9034	0.004349	3.1724	356.972	13.96162316	81776	03:49.7
THOR ABLESTAR DEB	1511	U	65065D	2022	92.89355844	5.40E-07	0	8.98E-05	999	89.9139	218.0612	0.0068476	204.2097	275.0183	13.3401096	75584	26:43.4
TEMPSAT 1	1512	U	65065E	2022	92.83729112	3.70E-07	0	5.78E-05	999	89.9119	219.2836	0.006843	242.058	233.9485	13.33447471	75529	05:42.0
OPS 8464 (TRANSIT 5B-7)	1514	U	65065F	2022	92.90239906	1.33E-06	0	0.00024155	999	89.894	236.0738	0.0070871	166.3942	308.2375	13.35008884	75626	39:27.3
NAVSPASUR ROD 1	1515	U	65065G	2022	92.37766359	4.09E-06	0	0.00063151	999	89.9388	217.3987	0.0057212	74.6986	346.3132	13.49003899	77298	03:50.1
CALSPHERE 4(A)	1520	U	65065H	2022	92.93718934	1.13E-06	0	0.00020028	999	89.9943	130.2122	0.0071548	115.8111	1.731	13.35876997	75757	29:33.2
